cmd/metasystem/goal_landing_portable_lifecycle_test.go	4	Two pauses poll exact owner or private-guard state; two tickers observe real proof planning and admitted attempts, with success determined by recorded state and native evidence.
cmd/metasystem/proof_run_test.go	1	The ticker polls for a real public proof child file; success requires the published file or the exact child result.
cmd/metasystem/wait_verb_test.go	2	Both deadlines are fixed in the past to test cancellation propagation and never wait.
internal/dispatch/proof_attempt_test.go	1	The sleeping child is the stop fixture's subject and is killed, never waited out.
internal/identity/fixture_custodian_witness_test.go	2	The timers are failure ceilings around a real command and its forced reap; successful observation comes from the command result.
internal/identity/survivors_test.go	2	The scans observe real kernel process membership; success is a survivor fact and the delays only avoid busy-spinning.
internal/launch/launch_test.go	1	Real sleep paces the concurrent supervisor cancellation test; the timer caps observation of its terminal result.
internal/missionrunner/preflight_fixture_test.go	2	The sleeps only pace forced teardown of real process groups before temporary-directory removal.
internal/proofrun/host_resource_custody_test.go	4	Deadlines bound native launcher-grandchild custody; pauses poll exact process and final custodian spool facts.
internal/proofrun/host_resources_review_test.go	1	Deadlines prove denial while native host-slot owners live; the sleeping helper is a subject killed by the test.
internal/proofrun/host_resources_test.go	3	Two deadlines bound native child or blocked contender calls; three sleeps keep helper descendants alive or pace exact process-state observation.
internal/proofrun/resource_custody_output_test.go	9	Timers bound native custodian output and large child observation, exact cleanup, and host-slot release; success requires emitted evidence, not elapsed time.
internal/proofrun/test_ownership_test.go	4	Timers cap observation of a real native producer launch, terminal result, and waiting consumer; success comes from recorded attempt facts.
internal/run/waiter_pair_test.go	1	The installed-process fixture succeeds on its published row, and the sleep only avoids busy-spinning while observing it.
internal/steward/runner_git_process_fixture_test.go	2	Two bounded polls observe exact OS helper identity after killing the external CLI; no completion channel reaches the test, and success requires no live helper.
internal/steward/runner_test.go	2	The installed runner fixture succeeds on kernel identity and health state, and the sleeps only avoid busy-spinning while observing it.
internal/supervise/arming_test.go	3	Two sleeps keep fixture subjects alive until killed, while the third only paces observation of a real owner's kernel death.
internal/testenv/protection_test.go	1	The context is passed to a fake that checks for a deadline and returns immediately without waiting.
internal/testenv/testenv_test.go	1	The timer is only a failure ceiling after a fixture custodian receives SIGKILL; success comes from Wait returning.
internal/testutil/fixture_test.go	4	The ticker and deadlines bound observation of real fixture process exit states while success comes from the kernel fact.
internal/usage/cursor_test.go	1	The ticker spaces fixture writes, and all assertions count samples only after the writer reports completion.
