# Existing Bash 3.2 fixture hazards; new findings are refused.
# Conversion units delete rows as they repair sites.
# Rows match rule, path, and content hash; the final column is informational.
bare-test	scripts/adopt-fixtures.sh	e343c729d49178ae29be136dfcc211e922a7a53bf7dd9816c00d97d5f4303cc3	[[ "$fixture_scenario" == "$1" ]]
bare-test	scripts/agents/actionable-metrics-fixtures.sh	38e4c772fc2ed99e6e5cd90fc07e997311223fd535c966274ec8dbd2c41cb08e	[[ $(grep -Fc -- '--goal "$goal"' "$root/scripts/agents/dispatch.sh") -ge 3 ]]
bare-test	scripts/agents/channel-fixtures.sh	0dc348d76c277efdb64143b042e5987c0a27be5ed50f70d8c8b0b3be8a15aad6	[[ $("$ms" channel wait --root "$repo" --question "$qid" --timeout 1) == approve ]]
bare-test	scripts/agents/channel-fixtures.sh	33f1570d591558a355741ca4fe16c3bfef4d6979aca153926a8ba054aa546405	[[ $("$ms" channel wait --root "$repo" --question "$telegram_qid" --timeout 1) == approve ]]
bare-test	scripts/agents/channel-fixtures.sh	6f30ae7f2089d458ce68df0ea934aa05b062c13a2423d840ed3edd91af1acf43	[[ $("$ms" channel wait --root "$repo" --question "$telegram_qid" --timeout 1 --poll-seconds 1) == approve ]]
bare-test	scripts/agents/channel-fixtures.sh	8216762fe3d32b8d5a7126a824f84c2e7e404f61515268f923aadada50ab58ac	[[ -n "$opid" ]]
bare-test	scripts/agents/channel-fixtures.sh	a56cb1c0b0fba58d76a154cccbc06407c24862d14f8144da779f389d4fe1312d	[[ -n "$telegram_opid" ]]
bare-test	scripts/agents/checkout-execution-guard-fixtures.sh	0474e3d841235475feaa90e15e800b926ecf72b1728329d3b282123f21f047f6	[[ "$forged_rc" == 1 ]]
bare-test	scripts/agents/checkout-execution-guard-fixtures.sh	11655b90e8dc569ca8031637a60b4fb0cabef58ad72bc77f409a23907ff8db1f	(( checkout_execution_guard_held == 0 ))
bare-test	scripts/agents/checkout-execution-guard-fixtures.sh	a7d2b3c135ef322a7f20388be333024d69daf3ec930a2e0674a35cfcd66754e6	[[ "$result" == acquired ]]
bare-test	scripts/agents/delegate-caps-fixtures.sh	36ee620e50bad8dd7034ac30ee37112aaa6848fe18f01877373abbfc77a4d4cd	[[ "$(printf '%s\n' "$@" | sort -u)" == "$(printf '%s\n' AUTH-R2-005 AUTH-R2-006 AUTH-R2-007 AUTH-R2-008)" ]]
bare-test	scripts/agents/delegate-caps-fixtures.sh	6a509f8fdb799438a5ff9f0345ef0fb035850dbe0b6686049eb0b2b9ce0ed322	[[ "$verdict" == SUCCESS && "$attested" == "$digest" ]]
bare-test	scripts/agents/dispatch-fixtures.sh	55e91a3684a1f1bb567f1acbdcf69cffffb8bb1beb374189a99552e106e5a96e	[[ "$fixture_scenario" == "dispatch-$1" ]]
bare-test	scripts/agents/dispatch-fixtures.sh	8d15ceef01b683364ad9e677722350b98fd56c3584275da2fcb8bd48da233d83	(( owned_group_alive ))
bare-test	scripts/agents/dispatch-fixtures.sh	b2b40ec02f452b949a8ff7279b11f39393f497e35cac925699c07db3a247e31f	[[ "$2" == 320 ]]
bare-test	scripts/agents/land-fixtures.sh	0747c36ec33eba8291b4efe7a6d6cd7bf1c9e75eed7efa581a2fa94341c7ece9	[[ $(git -C "$leg_local" rev-parse HEAD) == "$new_plan_base" ]]
bare-test	scripts/agents/land-fixtures.sh	0d9bcbae6cb001249f8b3ce91bb1f64147f240c612bd8ad222304b7173d46083	[[ $(git -C "$leg_local" rev-parse HEAD^{tree}) == "$cutover_tree" ]]
bare-test	scripts/agents/land-fixtures.sh	1085bfaced5112815510c4c3e9f0144431a25cd8f4697969ccb63cf9cfe35cc9	[[ $(git -C "$leg_local" status --porcelain) == ' M records/narrator-digest.log' ]]
bare-test	scripts/agents/land-fixtures.sh	111e5feeca5a32a8873029a53e9fe18fb82b5f22c8116262abf1bda096ae6b7c	[[ "$cutover_peer_candidate" == "$cutover_candidate" ]]
bare-test	scripts/agents/land-fixtures.sh	1637498cc9ed7c6e8782fdba390ed89233a9b5bc5ed6447ddbd809073d5923bc	[[ $(git -C "$leg_local" show HEAD:records/narrator-digest.log) == 'digest=seed' ]]
bare-test	scripts/agents/land-fixtures.sh	1805bec2544f3b9f9c15ada729b5cc2d5ccf61a3370adde0244c92ad7bed0df9	[[ $("$source_engine" json get --file "$tier_one_receipt" --field "binding.$binding_field") == "$tier_one_projection_tree" ]]
bare-test	scripts/agents/land-fixtures.sh	19c8210daf8cb964e2baa5bbfda1b78ade54573381821853ac449d6ae46ded49	[[ $(git -C "$leg_local" rev-parse HEAD) == "$ledger_base" ]]
bare-test	scripts/agents/land-fixtures.sh	19c8210daf8cb964e2baa5bbfda1b78ade54573381821853ac449d6ae46ded49	[[ $(git -C "$leg_local" rev-parse HEAD) == "$ledger_base" ]]
bare-test	scripts/agents/land-fixtures.sh	1b2f905cb44bbd4dd39c5e39c8bd376f566d21e6e7e85ece7cb0ac20012c8556	[[ $(git --git-dir="$leg_remote" show main:plans/new.md) == 'deliberate new plan' ]]
bare-test	scripts/agents/land-fixtures.sh	256093d22e8588af6444992494618b89896265954c6f53751d58f2d645a199e8	[[ $(git -C "$leg_local" rev-parse 'stash@{0}') == "$full_chain_stash" ]]
bare-test	scripts/agents/land-fixtures.sh	256093d22e8588af6444992494618b89896265954c6f53751d58f2d645a199e8	[[ $(git -C "$leg_local" rev-parse 'stash@{0}') == "$full_chain_stash" ]]
bare-test	scripts/agents/land-fixtures.sh	256093d22e8588af6444992494618b89896265954c6f53751d58f2d645a199e8	[[ $(git -C "$leg_local" rev-parse 'stash@{0}') == "$full_chain_stash" ]]
bare-test	scripts/agents/land-fixtures.sh	2e2d89d92972d1cd5fc042f0eb134fc3f80a1fa8a8184af04464f4403b86a2af	[[ -z $(git -C "$leg_local" status --porcelain) ]]
bare-test	scripts/agents/land-fixtures.sh	2fe9ae144d9ca5b689c6c2fcf225d038e748a6c0efef9711a299856de0e247bc	[[ $("$source_engine" json get --file "$tier_one_receipt" --field tree) == "$tier_one_tree" ]]
bare-test	scripts/agents/land-fixtures.sh	30e1aeaf72c5b6acfafe24af2ce858315b120e8d4498c78ebb93b34cd8916270	[[ $(grep -Fxc 'digest=peer' "$full_chain_committed_digest") == 1 ]]
bare-test	scripts/agents/land-fixtures.sh	30f41ad38c9783277cc725f461de3e8de57975b92fcdd45d90a3caefb342590e	[[ $(LC_ALL=C grep -Ec '^Goal-Revision: [1-9][0-9]*$' <<<"$positive_message_text") == 1 ]]
bare-test	scripts/agents/land-fixtures.sh	35b6543a14b43a0bc66a1ee0d3c6ec77b9cd79da0a5bfcd4b1498cd3a172da9a	[[ $(receipt_checkout_env_run "$leg_local" "$leg_local/bin/metasystem" json get --value "$cutover_refusal" --field verdictTrailer) == 'would-refuse code=chain-test-receipt-refused' ]]
bare-test	scripts/agents/land-fixtures.sh	36dd76f6cab6e0c4fdc20f6de91c4fb188b5842bdd06f9ca1158075bf7959676	[[ "$ledger_head" == $(git --git-dir="$leg_remote" rev-parse refs/heads/main) ]]
bare-test	scripts/agents/land-fixtures.sh	37436c7330f39d8d42ae3c078d4ab131a6b680b6b6c84f58b89126e1e88e70cb	[[ "$fixture_receipt_tree" == "$cutover_tree" ]]
bare-test	scripts/agents/land-fixtures.sh	38bdd9a82e1d8ec4a3bf84c69377d9c51a7213fdaa25d124c294fa175fea7fd5	[[ $(git -C "$leg_local" rev-parse HEAD) != $(git --git-dir="$leg_remote" rev-parse refs/heads/main) ]]
bare-test	scripts/agents/land-fixtures.sh	3e9aeb43b48f71046bc0fdfa1ea5ab749b90c7f0242a9e5270605341305963f0	[[ $("$source_engine" json get --file "$tier_one_receipt" --field "binding.$binding_field") == "$tier_one_tree" ]]
bare-test	scripts/agents/land-fixtures.sh	3e9aeb43b48f71046bc0fdfa1ea5ab749b90c7f0242a9e5270605341305963f0	[[ $("$source_engine" json get --file "$tier_one_receipt" --field "binding.$binding_field") == "$tier_one_tree" ]]
bare-test	scripts/agents/land-fixtures.sh	3ea476a4581116e20de810eb1d827ed025d5f0953998b83488a5a94e17f1e66b	[[ $(git -C "$leg_local" worktree list | wc -l | tr -d ' ') == 1 ]]
bare-test	scripts/agents/land-fixtures.sh	3ea476a4581116e20de810eb1d827ed025d5f0953998b83488a5a94e17f1e66b	[[ $(git -C "$leg_local" worktree list | wc -l | tr -d ' ') == 1 ]]
bare-test	scripts/agents/land-fixtures.sh	3ea476a4581116e20de810eb1d827ed025d5f0953998b83488a5a94e17f1e66b	[[ $(git -C "$leg_local" worktree list | wc -l | tr -d ' ') == 1 ]]
bare-test	scripts/agents/land-fixtures.sh	42418093d6d276e3149fe938042f92557a287361e67e1b1e6f76bf3beb6ba529	[[ $(git --git-dir="$leg_remote" rev-parse refs/heads/main) == "$input_peer" ]]
bare-test	scripts/agents/land-fixtures.sh	46719ddfb244dbf5a86cc7057a8830c23267bcc8c6de74e6968704c20d8f8386	[[ $(<"$leg_local/records/narrator-digest.log") == $'digest=seed\ndigest=drift' ]]
bare-test	scripts/agents/land-fixtures.sh	494a1f38a8319d533cd388ceaa00dfc27ed94ac4015b9ece5a420c1158aeee24	[[ -f "$leg_local/$full_chain_receipt_2" ]]
bare-test	scripts/agents/land-fixtures.sh	4b39e00275d61217b8533bbc8fa05061fcb8218e3d29183b9a478b7c8c28dd72	[[ $(git -C "$leg_local" rev-parse HEAD^1) == "$records_peer" ]]
bare-test	scripts/agents/land-fixtures.sh	5d2551cb39cc407b4738b2a71ed66a01f583f84f50172214bd0f32b7db676f72	[[ "$retry_local_head" == "$retry_remote_head" ]]
bare-test	scripts/agents/land-fixtures.sh	5fdd2ef7e52e511aeade2af6c40c69a23a9af46f7ed88c2c7f8c4ebd299dedde	[[ $(grep -Fxc 'Machine: brain-leg+fixture-lineage' <<<"$positive_message_text") == 1 ]]
bare-test	scripts/agents/land-fixtures.sh	63521fa5b27c64d20d1419626e95b94365ce75a5242fcb7f5fa24111c7a15922	[[ ${cutover_candidate_receipt##*/} == ${cutover_old_receipt##*/} ]]
bare-test	scripts/agents/land-fixtures.sh	6376b391b338674b19acc0a329075d2e2b19e9563a51d769de762f9888e75489	(( runner_dead ))
bare-test	scripts/agents/land-fixtures.sh	67103abdae2d462628b0cd016adbb2ead6fc813df60de47c081dd6dfd73e19ab	[[ $(git -C "$leg_local" show HEAD:payload.txt) == $'seed\npayload=peer' ]]
